Potential Duplicate,id,title,title_arabic,title_french,country_id,cultural_context_id,audio_url,audio_duration,audio_file_size,audio_format,audio_bitrate,audio_sample_rate,description,description_arabic,description_french,lyrics,lyrics_arabic,lyrics_french,tags,chant_type,football_team,tournament,historical_significance,is_official,is_traditional,is_verified,verification_notes,verified_by,verified_at,copyright_status,copyright_holder,license_type,license_expires_at,attribution_required,creator_user_id,community_submitted,community_notes,play_count,download_count,share_count,like_count,average_rating,rating_count,status,moderation_notes,moderated_by,moderated_at,language,dialect,region,meta_title,meta_description,slug,recorded_date,uploaded_at,created_at,updated_at,audio_bucket_url,artist,year,hashtags,viral_moment_en,viral_moment_ar,viral_moment_fr,viral_moment_pt,youtube_url
False,4ac56c99-57aa-4b04-8b06-6f50a3a8b031,Abidjan Est Doux,,,ac7b9b97-71b5-40e8-b92e-f9db826e704f,,https://www.fanchants.com/media/chants/full/download/cote-divoire-fanchants-free.mp3,40,,mp3,,,,,,"Abidjan est doux!
    Le ballon roule!
    Les Éléphants chargent!
    Victoire!",,,"[""CAN2025"",""IvoryCoast"",""Vibe"",""Fun""]",Stadium Chant,Ivory Coast National Team,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,French/Slang,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,692fa7c9-f538-4b78-9e23-0a691bca72db,El Qarra Samra,,,fe8ca458-8768-4981-8d1b-b31a7b9ffedb,,https://www.fanchants.com/media/chants/full/download/el9arra-samra-fanchants-free.mp3,52,,mp3,,,,,,El qarra samra! Raja! Raja! Allez les verts! Champions of Africa!,,,"[""CAN2025"",""Morocco"",""Raja"",""Ultras""]",Ultras Chant,Raja Casablanca / Morocco NT,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,Arabic/French,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,345afa1b-cde3-4dc7-ab16-96bc33b7b5a4,Ahd Menna (عهد منا),,,fe8ca458-8768-4981-8d1b-b31a7b9ffedb,,https://www.fanchants.com/media/chants/full/download/hd-mn-fanchants-free.mp3,40,,mp3,,,,,,Ahd menna! FAR Rabat! Morocco military pride! Defenders of the nation!,,,"[""CAN2025"",""Morocco"",""FAR"",""Military"",""Discipline""]",Stadium Chant,FAR Rabat / Morocco NT,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,Arabic,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,384cfbfc-c60c-4b8a-990b-5fb3d8e8384d,Ismailia Baladna,,,f5bc6bba-83b6-4441-9a2d-c1d14f338b5b,,https://www.fanchants.com/media/chants/full/download/ismailia-baladna-fanchants-free.mp3,44,,mp3,,,,,,"Ismailia Baladna! Our city, our pride! Yellow derwishes unite! Egypt strong!",,,"[""CAN2025"",""Egypt"",""Ismaily"",""Regional""]",Stadium Chant,Ismaily SC / Egypt NT,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,Arabic,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,cfae3aef-dc44-44cb-b29a-b2152f635600,Lions Indomptables,,,d55ebd0f-af76-4c7d-bf58-f7dcbd8aa26b,,https://www.fanchants.com/media/chants/full/download/lions-indomptables-fanchants-free.mp3,46,,mp3,,,,,,Allez les Lions! Cameroun! Cameroun! Indomptable! Indomptable!,,,"[""CAN2025"",""Cameroon"",""Indomitable"",""Champions""]",Stadium Chant,Cameroon National Team,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,French,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,9f9395ce-7daa-4a44-b50a-02c453b456b8,Lkhadra Lwatania,,,fe8ca458-8768-4981-8d1b-b31a7b9ffedb,,https://www.fanchants.com/media/chants/full/download/lkhadra-lwatania-fanchants-free.mp3,45,,mp3,123.0,,,,,Al-khadra al-wataniya! Raja! Raja! Dima Maghrib! Atlas Lions roar!,,,"[""CAN2025"",""Morocco"",""Raja"",""Classic"",""AtlasLions""]",Stadium Chant,Raja Casablanca / Morocco NT,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,Arabic,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,46ca3026-3a9b-4687-9f4e-636000a7b7a2,Nigeria (Super Eagles),,,bd6570dd-fb17-4820-8886-1d26f8b11347,,https://www.fanchants.com/media/chants/full/download/nigeria-fanchants-free.mp3,45,,mp3,,,,,,Nigeria! Nigeria! Super Eagles soar! Green white green! Giant of Africa!,,,"[""CAN2025"",""Nigeria"",""SuperEagles"",""Pride""]",Stadium Chant,Nigeria National Team,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,English,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,376412b5-06b4-42d3-a3b5-01a36bdff0e8,Oh Oh Oh Ghana,,,345375af-1ee4-44f2-afe4-4d1288020bc3,,https://www.fanchants.com/media/chants/full/download/oh-oh-oh-ghana-fanchants-free.mp3,42,,mp3,,,,,,Oh! Oh! Oh! Ghana! Black Stars shine! Ghana go! Ghana go!,,,"[""CAN2025"",""Ghana"",""BlackStars"",""Classic""]",Stadium Chant,Ghana National Team,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,English,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,c5c8be68-0c28-4108-9990-0d4ba3343bc9,Fimbu,,,b123a6d4-6579-48b4-bcac-56e809f055ab,,https://www.fanchants.com/media/chants/full/download/rdc-fimbu-fanchants-free.mp3,48,,mp3,,,,,,"Fimbu! Fimbu!
    Chicotte!
    RDC eloko ya makasi!
    Leopards strike!",,,"[""CAN2025"",""DRC"",""Leopards"",""Fimbu"",""Dance""]",Stadium Chant,DR Congo National Team,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,Lingala/French,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,2e3b40c9-8369-4488-8c36-8b51e710a7fd,Gainde (The Lion),,,26d34411-c324-4502-b8b7-dac8a09dc204,,https://www.fanchants.com/media/chants/full/download/senegal-gainde-fanchants-free.mp3,38,,mp3,,,,,,Gainde! Gainde! Ndiaye! Senegal Rek! The Lion roars!,,,"[""CAN2025"",""Senegal"",""Traditional"",""Wolof""]",Stadium Chant,Senegal National Team,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,Wolof,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,bf9d1430-7b0e-4758-a240-9cb47fd7e248,Shosholoza,,,6ec0c9c2-b251-4cac-bd9a-8de1dba302b7,,https://www.fanchants.com/media/chants/full/download/shosholoza-fanchants-free.mp3,60,,mp3,,,,,,"Shosholoza!
    Ku lezontaba!
    Stimela siphume South Africa!
    Wen' uyabaleka!",,,"[""CAN2025"",""SouthAfrica"",""BafanaBafana"",""Classic"",""Anthem""]",Stadium Chant,South Africa National Team,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,Zulu/Ndebele,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,ae5f4307-5c06-4376-b1a1-280a6fb61a11,Aigles de Carthage,,,e0eeb46f-ec13-45cf-861e-c34c4f898859,,https://www.fanchants.com/media/chants/full/download/tunisie-tunisie-fanchants-free.mp3,40,,mp3,,,,,,"Allez allez les Aigles!
    Tunisie ya Tunisia!
    Rouge et Blanc!
    Pour la patrie!",,,"[""CAN2025"",""Tunisia"",""Eagles"",""Carthage""]",Stadium Chant,Tunisia National Team,,,False,False,True,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,French/Arabic,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,de4c4e19-e83b-4b65-9957-239d31fe708e,We Are Nigeria,,,bd6570dd-fb17-4820-8886-1d26f8b11347,,https://www.fanchants.com/media/chants/full/download/we-are-nigeria-fanchants-free.mp3,40,,mp3,,,,,,We are! We are Nigeria! Proudly we stand! Green white green!,,,"[""CAN2025"",""Nigeria"",""Patriotic"",""Unity""]",Stadium Chant,Nigeria National Team,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,English,,,,,,,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,2025-11-21 13:10:17.877439+00,,,,[],,,,,
False,ad28e0fb-2368-49ad-8464-3c84c6130f80,Algerian National Anthem In The World Cup Brazil 2014,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriannationalanthemintheWorldCupbrazil2014.mp3,81,1301833.0,mp3,232731.0,22050.0,"{""en"":""Football chant for algeria national team"",""fr"":""Chant de football pour l'équipe nationale du algeria"",""pt"":""Cântico de futebol para a seleção do algeria"",""ar"":""هتاف كرة القدم لمنتخب algeria""}",,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 15:15:02.925159+00,2025-11-23 15:15:02.925159+00,2025-11-23 15:15:02.925159+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriannationalanthemintheWorldCupbrazil2014.mp3,,,[],,,,,
False,766ed675-6c55-4eca-bb5a-4b73b4abd7f5,Algerian National Anthem In The World Cup Brazil 2014,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriannationalanthemintheWorldCupbrazil2014.mp3,81,1301833.0,mp3,232731.0,22050.0,"{""en"":""Football chant for algeria national team"",""fr"":""Chant de football pour l'équipe nationale du algeria"",""pt"":""Cântico de futebol para a seleção do algeria"",""ar"":""هتاف كرة القدم لمنتخب algeria""}",,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 13:58:17.24219+00,2025-11-23 13:58:17.24219+00,2025-11-23 13:58:17.24219+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriannationalanthemintheWorldCupbrazil2014.mp3,,,[],,,,,
False,1bcf0dfb-6669-4bb1-8dbc-6f2bbc20bd75,Algerian National Anthem In The World Cup Brazil 2014,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriannationalanthemintheWorldCupbrazil2014.mp3,81,1301833.0,mp3,232731.0,22050.0,"{""en"":""Football chant for algeria national team"",""fr"":""Chant de football pour l'équipe nationale du algeria"",""pt"":""Cântico de futebol para a seleção do algeria"",""ar"":""هتاف كرة القدم لمنتخب algeria""}",,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 04:13:32.991327+00,2025-11-23 04:13:32.991327+00,2025-11-23 04:13:32.991327+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriannationalanthemintheWorldCupbrazil2014.mp3,,,[],,,,,
False,8416306d-b5ab-4f00-a632-205016c8024f,Algeria   One Two Three Lkhadra Nari 2025 # أغنية المنتخب...,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaOneTwoThreeLkhadraNari2025.mp3,218,3489438.0,mp3,8000.0,22050.0,"{""en"":""Football chant for algeria national team"",""fr"":""Chant de football pour l'équipe nationale du algeria"",""pt"":""Cântico de futebol para a seleção do algeria"",""ar"":""هتاف كرة القدم لمنتخب algeria""}",,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 04:18:36.342627+00,2025-11-23 04:18:36.342627+00,2025-11-23 04:18:36.342627+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaOneTwoThreeLkhadraNari2025.mp3,,,[],,,,,
False,92c357d4-6eb3-4dec-b960-d13aaf743ad3,Algeria   One Two Three Lkhadra Nari 2025 # أغنية المنتخب...,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaOneTwoThreeLkhadraNari2025.mp3,218,3489438.0,mp3,8000.0,22050.0,"{""en"":""Football chant for algeria national team"",""fr"":""Chant de football pour l'équipe nationale du algeria"",""pt"":""Cântico de futebol para a seleção do algeria"",""ar"":""هتاف كرة القدم لمنتخب algeria""}",,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 13:58:44.942069+00,2025-11-23 13:58:44.942069+00,2025-11-23 13:58:44.942069+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaOneTwoThreeLkhadraNari2025.mp3,,,[],,,,,
False,d25b5586-b51f-4443-ad85-c682b22d6219,Algeria   One Two Three Lkhadra Nari 2025 # أغنية المنتخب...,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaOneTwoThreeLkhadraNari2025.mp3,218,3489438.0,mp3,8000.0,22050.0,"{""en"":""Football chant for algeria national team"",""fr"":""Chant de football pour l'équipe nationale du algeria"",""pt"":""Cântico de futebol para a seleção do algeria"",""ar"":""هتاف كرة القدم لمنتخب algeria""}",,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 15:15:24.14076+00,2025-11-23 15:15:24.14076+00,2025-11-23 15:15:24.14076+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaOneTwoThreeLkhadraNari2025.mp3,,,[],,,,,
False,a0bfed83-4f70-4855-87be-52eedc88eb65,Algeria   World Cup 2022# Morocco'S Electrifying Football...,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaWorldCup2022_Morocco_selectrifyingfootball.mp3,43,693085.0,mp3,56000.0,11025.0,"{""en"":""Football chant for algeria national team"",""fr"":""Chant de football pour l'équipe nationale du algeria"",""pt"":""Cântico de futebol para a seleção do algeria"",""ar"":""هتاف كرة القدم لمنتخب algeria""}",,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 15:15:44.716324+00,2025-11-23 15:15:44.716324+00,2025-11-23 15:15:44.716324+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaWorldCup2022_Morocco_selectrifyingfootball.mp3,,,[],,,,,
False,3a89427b-aac8-4671-b2a4-a077426eefa6,Algeria   World Cup 2022# Morocco'S Electrifying Football...,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaWorldCup2022_Morocco_selectrifyingfootball.mp3,43,693085.0,mp3,56000.0,11025.0,"{""en"":""Football chant for algeria national team"",""fr"":""Chant de football pour l'équipe nationale du algeria"",""pt"":""Cântico de futebol para a seleção do algeria"",""ar"":""هتاف كرة القدم لمنتخب algeria""}",,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 13:59:04.122393+00,2025-11-23 13:59:04.122393+00,2025-11-23 13:59:04.122393+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaWorldCup2022_Morocco_selectrifyingfootball.mp3,,,[],,,,,
False,6794cd8c-373e-45d5-b625-288daf48fab0,Algeria   World Cup 2022# Morocco'S Electrifying Football...,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaWorldCup2022_Morocco_selectrifyingfootball.mp3,43,693085.0,mp3,56000.0,11025.0,"{""en"":""Football chant for algeria national team"",""fr"":""Chant de football pour l'équipe nationale du algeria"",""pt"":""Cântico de futebol para a seleção do algeria"",""ar"":""هتاف كرة القدم لمنتخب algeria""}",,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 04:19:47.635445+00,2025-11-23 04:19:47.635445+00,2025-11-23 04:19:47.635445+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/AlgeriaWorldCup2022_Morocco_selectrifyingfootball.mp3,,,[],,,,,
False,fe2fedae-8802-4344-b99b-c7c108c28ee9,El Mondial,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/ElMondial.mp3,110,4482596.0,mp3,320000.0,44100.0,,,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 13:59:27.907479+00,2025-11-23 13:59:27.907479+00,2025-11-23 13:59:27.907479+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/ElMondial.mp3,,,[],,,,,
False,aa6e8621-c64c-43fb-bc7f-8b9559094d4c,El Mondial,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/ElMondial.mp3,110,4482596.0,mp3,320000.0,44100.0,,,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 15:16:04.631713+00,2025-11-23 15:16:04.631713+00,2025-11-23 15:16:04.631713+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/ElMondial.mp3,,,[],,,,,
False,da9bc908-57dc-43af-bb3c-1540fba810fb,Viva Algeria,,,c0aa2c15-de2e-42a9-b8ae-8f1aebebc9b0,,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/VivaAlgeria.mp3,250,4006543.0,mp3,3495251.0,32000.0,,,,,,,,Stadium Chant,,,,False,False,False,,,,,,,,,,False,,0,0,0,0,0.0,0,active,,,,,,,,,,,2025-11-23 13:59:47.570651+00,2025-11-23 13:59:47.570651+00,2025-11-23 13:59:47.570651+00,https://ximimrsirfdetsdxcfgl.supabase.co/storage/v1/object/public/chants_bucket/seeded/Algeria/VivaAlgeria.mp3,,,[],,,,,
